Category,Benchmark,Expected,Result,Remark
qf_shid_entl,ls_entail_ls_nonrec_06.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[UnionR[ ((x1!=null | x2=x1)) & x2!=null & x!=x2 & ((x3!=null | x4=x3)) & x!=null |-  x=x4. LOCS:[1;0;16;17] (may-bug), x!=null & x2!=x & ((x1!=null | x2=x1)) & ((x3!=null | x4=x3)) & x2!=null |-  x2=x4. LOCS:[1;0;16;17] (may-bug)], x1!=null & x!=null & x1!=x & y_112!=x1 & y_112!=x & y_112!=null &"
qf_shid_entl,ls_entail_ls_nonrec_07.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: ((x3!=null | x4=x3)) & ((x2!=null | x3=x2)) & ((x1!=null | x2=x1)) &
qf_shid_entl,ls_entail_ls_nonrec_08.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:UnionR[ ((x2!=null | x3=x2)) & ((x3!=null | x4=x3)) & x1!=null &
qf_shid_entl,ls_entail_ls_nonrec_09.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:UnionR[ x2!=null & ((x3!=null | x4=x3)) & ((x1!=null | x2=x1)) &
qf_shid_entl,ls_entail_ls_nonrec_10.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:UnionR[ x3!=null & ((x2!=null | x3=x2)) & ((x1!=null | x2=x1)) &
qf_shid_entl,ls_entail_ls_nonrec_11.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: ((x4!=null | x5=x4)) & ((x3!=null | x4=x3)) & ((x2!=null | x3=x2)) &
qf_shid_entl,ls_entail_ls_nonrec_12.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: ((x5!=null | x6=x5)) & ((x4!=null | x5=x4)) & ((x3!=null | x4=x3)) &
qf_shid_entl,ls_entail_ls_nonrec_13.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: ((x6!=null | x7=x6)) & ((x5!=null | x6=x5)) & ((x4!=null | x5=x4)) &
qf_shid_entl,ls_entail_ls_nonrec_14.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_entail_ls_nonrec_15.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_entail_ls_nonrec_16.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_even_append_tl_entails_ls.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_even_append_tl_entails_ls_odd.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_even_entails_ls.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_even_join_entails_ls.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_even_join_entails_ls_even.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_even_join_ls_entails_ls.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_even_odd_join_entails_ls.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_even_odd_join_entails_ls_odd.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_join_entails_ls.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_lsrev_concat_entail_ls_1.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,Nothing_to_do?cond action is empty]"
qf_shid_entl,ls_lsrev_concat_entail_ls_2.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,Nothing_to_do?cond action is empty]"
qf_shid_entl,ls_lsrev_concat_entail_ls_3.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,Nothing_to_do?cond action is empty]"
qf_shid_entl,ls_lsrev_concat_entail_ls_4.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,Nothing_to_do?cond action is empty]"
qf_shid_entl,ls_lsrev_concat_entail_lsrev_1.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_lsrev_concat_entail_lsrev_2.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_lsrev_concat_entail_lsrev_3.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_lsrev_concat_entail_lsrev_4.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,ls_nonrec_entail_ls_01.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_02.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_03.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_04.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_05.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_06.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_07.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_08.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_nonrec_entail_ls_09.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_10.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_11.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_12.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_13.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_14.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_nonrec_entail_ls_15.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_nonrec_entail_ls_16.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_odd_append_tl_entails_ls.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_odd_append_tl_entails_ls_even.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_odd_entails_ls.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,ls_odd_join_entails_ls.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,ls_odd_join_entails_ls_even.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,ls_odd_join_ls_entails_ls.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsegex4_slk-1.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsegex4_slk-2.smt2,sat,SAT,Passed,""
qf_shid_entl,lsegex4_slk-3.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsegex4_slk-4.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsegex4_slk-5.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsegex4_slk-6.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_01.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_02.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_03.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsevenodd_04.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_09.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_11.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_14.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsevenodd_15.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsevenodd_16.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_ls2_01.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsevenodd_ls2_02.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_ls2_05.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_ls2_06.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsevenodd_ls2_09.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_ls2_13.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:Nothing_to_do?cond action is empty
qf_shid_entl,lsevenodd_ls2_14.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:Nothing_to_do?cond action is empty
qf_shid_entl,lsevenodd_ls2_15.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsevenodd_ls2_16.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,lsleftright_01.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsleftright_02.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsleftright_04.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: u_183!=null |-  u_183=y. LOCS:[11;25] (may-bug)
qf_shid_entl,lsleftright_05.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsleftright_06.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: x!=null |-  x=y. LOCS:[7;25] (may-bug)
qf_shid_entl,lsleftright_07.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: ((u_185!=null | x1=u_185)) & ((x1!=null | y=x1)) & x!=null |-  x=y. LOCS:[1;0;7;25] (may-bug)
qf_shid_entl,lsleftright_08.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsleftright_09.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsleftright_10.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: u_183!=null |-  u_183=y. LOCS:[11;25] (may-bug)
qf_shid_entl,lsleftright_11.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsleftright_12.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsleftright_13.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsleftright_14.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lsleftright_15.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:OrL[
qf_shid_entl,lsleftright_16.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:Nothing_to_do?cond action is empty
qf_shid_entl,lsleftright_17.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,lsleftright_18.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: x!=null |-  x=y. LOCS:[7;25] (may-bug)
qf_shid_entl,lsleftright_19.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[ x!=null |-  x=y. LOCS:[24;25] (may-bug), (x1!=null | x2=x1) |-  x2=y. LOCS:[1;0;25] (may-bug)]"
qf_shid_entl,lsleftright_20.sb.smt2,unsat,SAT,Failed,Fail.(may) cause: x!=null |-  x=y. LOCS:[24;25] (may-bug)
qf_shid_entl,lss-vc01.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lss-vc02.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,lss-vc03.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc01.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc02.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc03.smt2,unsat,SAT,Failed,Fail.(must) cause:UnionR[UnionR[ x2_1!=x2_2 & x2!=x2_1 & x2!=x2_2 & x1_3!=x2 & x1_3!=x2_1 & x1_3!=x2_2 &
qf_shid_entl,nll-vc04.smt2,unsat,Timeout,Failed,""
qf_shid_entl,nll-vc05.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc06.smt2,sat,UNSAT,Failed,Valid.
qf_shid_entl,nll-vc07.smt2,unsat,Timeout,Failed,""
qf_shid_entl,nll-vc08.smt2,unsat,Timeout,Failed,""
qf_shid_entl,nll-vc09.smt2,unsat,Timeout,Failed,""
qf_shid_entl,nll-vc10.smt2,unsat,Timeout,Failed,""
qf_shid_entl,nll-vc11.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc12.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,nll-vc13.smt2,sat,SAT,Passed,""
qf_shid_entl,nll-vc14.smt2,sat,SAT,Passed,""
qf_shid_entl,nll-vc15.smt2,sat,Timeout,Failed,""
qf_shid_entl,nll-vc16.smt2,sat,Timeout,Failed,""
qf_shid_entl,nll-vc17.smt2,sat,Timeout,Failed,""
qf_shid_entl,nll-vc18.smt2,sat,Timeout,Failed,""
qf_shid_entl,nll-vc19.smt2,sat,Timeout,Failed,""
qf_shid_entl,node-dll-rev-dll-entails-dll.smt2,unsat,UNKNOWN,Failed,EXCast. Stack overflow
qf_shid_entl,node-node-dll-entails-dll.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,node-tll-tll-entails-tll.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,odd-lseg3_slk-1.smt2,sat,SAT,Passed,""
qf_shid_entl,odd-lseg3_slk-2.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,odd-lseg3_slk-3.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,odd-lseg3_slk-4.smt2,sat,SAT,Passed,""
qf_shid_entl,odd-lseg3_slk-5.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shid_entl,odd-lseg3_slk-6.smt2,sat,UNSAT,Failed,Valid.
qf_shid_entl,odd-lseg3_slk-7.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,skl2-vc01.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,skl2-vc02.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,skl2-vc03.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl2-vc04.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl2-vc05.smt2,sat,Timeout,Failed,""
qf_shid_entl,skl2-vc06.smt2,sat,Timeout,Failed,""
qf_shid_entl,skl2-vc07.smt2,sat,Timeout,Failed,""
qf_shid_entl,skl3-vc01.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,skl3-vc02.smt2,sat,Timeout,Failed,""
qf_shid_entl,skl3-vc03.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,skl3-vc04.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc05.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc06.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc07.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc08.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc09.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc10.smt2,unsat,Timeout,Failed,""
qf_shid_entl,skl3-vc11.smt2,sat,Timeout,Failed,""
qf_shid_entl,skl3-vc12.smt2,sat,Timeout,Failed,""
qf_shid_entl,sll-vc01.smt2,sat,SAT,Passed,""
qf_shid_entl,sll-vc02.smt2,sat,SAT,Passed,""
qf_shid_entl,tll-pp-entails-tll-pp-rev.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[Nothing_to_do?Search empty list of actions,base case unfold failed]"
qf_shid_entl,tll-pp-rev-entails-tll-pp.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shid_entl,tll-ravioli.smt2,unsat,UNKNOWN,Failed,EXCast. Stack overflow
qf_shid_entl,tll_slk-1.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-10.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-11.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-12.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-13.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-2.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-3.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-4.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-5.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-6.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-7.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-8.smt2,unsat,unsat,Passed,""
qf_shid_entl,tll_slk-9.smt2,unsat,unsat,Passed,""
qf_shid_entl,tree-pp-entails-tree-pp-rev.smt2,unsat,SAT,Failed,Fail.(may) cause:UnionR[OrL[
qf_shid_entl,tree-pp-rev-entails-tree-pp.smt2,unsat,SAT,Failed,Fail.(may) cause:UnionR[OrL[
qf_shid_entl,tseg_join_2.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,tseg_join_2_entail_tree.sb.smt2,unsat,UNSAT,Passed,""
qf_shid_entl,tseg_join_tree.sb.smt2,unsat,Timeout,Failed,""
qf_shid_entl,tseg_join_tree_entail_tseg.sb.smt2,unsat,Timeout,Failed,""
qf_shid_sat,abduced00.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced01.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced02.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced03.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced04.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced05.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced06.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced07.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced08.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced09.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced10.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced11.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced12.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced13.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced14.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced15.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced16.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced17.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced18.defs.smt2,sat,sat,Passed,""
qf_shid_sat,abduced19.defs.smt2,sat,sat,Passed,""
qf_shid_sat,atll-01.smt2,sat,sat,Passed,""
qf_shid_sat,atll-02.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,atll-03.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,dll-01.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,dll-02.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shid_sat,dll-03.smt2,sat,sat,Passed,""
qf_shid_sat,dll-04.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shid_sat,dll-05.smt2,sat,sat,Passed,""
qf_shid_sat,dll-06.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shid_sat,dltree-01.smt2,sat,sat,Passed,""
qf_shid_sat,inconsistent-ls-of-ls.defs.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lasso-01.smt2,sat,sat,Passed,""
qf_shid_sat,lasso-02.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lasso-03.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lasso-04.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lasso-05.smt2,sat,sat,Passed,""
qf_shid_sat,lss-03-01.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lss-03-02.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,lss-03-03.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,lss-04-01.smt2,sat,sat,Passed,""
qf_shid_sat,lss-04-02.smt2,sat,sat,Passed,""
qf_shid_sat,lss-04-03.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,lss-05-01.smt2,sat,sat,Passed,""
qf_shid_sat,lss-05-02.smt2,sat,sat,Passed,""
qf_shid_sat,lss-05-03.smt2,sat,sat,Passed,""
qf_shid_sat,ncll-01.smt2,sat,sat,Passed,""
qf_shid_sat,nll-01.smt2,sat,sat,Passed,""
qf_shid_sat,sll2h-01.smt2,sat,sat,Passed,"Parse error: Stream.Error(""[ann_cid] expected after COMMA (in [opt_ann_cid_list])"")"
qf_shid_sat,succ-circuit01.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-circuit02.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-circuit03.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-circuit04.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-circuit05.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit06.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit07.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit08.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit09.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit10.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit11.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit12.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit13.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit14.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit15.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit16.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit17.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit18.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit19.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-circuit20.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec01.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-rec02.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-rec03.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-rec04.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-rec05.defs.smt2,sat,sat,Passed,""
qf_shid_sat,succ-rec06.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec07.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec08.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec09.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec10.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec11.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec12.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec13.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec14.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec15.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec16.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec17.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec18.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec19.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,succ-rec20.defs.smt2,sat,Timeout,Failed,""
qf_shid_sat,tll-01.smt2,sat,sat,Passed,""
qf_shid_sat,tll-02.smt2,unsat,sat,Failed,Fail.
qf_shid_sat,tll-03.smt2,sat,sat,Passed,""
qf_shid_sat,tll-04.smt2,sat,sat,Passed,""
qf_shid_sat,tll-05.smt2,sat,sat,Passed,""
qf_shid_sat,tll-06.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,tll-07.smt2,sat,sat,Passed,""
qf_shid_sat,tll-08.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,tll-09.smt2,unsat,sat,Failed,Valid.
qf_shid_sat,tll-10.smt2,sat,sat,Passed,""
qf_shid_sat,tree-01.smt2,sat,sat,Passed,""
qf_shidlia_entl,dll-entl-01.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-02.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-03.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-04.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-05.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-06.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-07.smt2,unsat,UNSAT,Passed,""
qf_shidlia_entl,dll-entl-08.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-09.smt2,unsat,UNSAT,Passed,""
qf_shidlia_entl,dll-entl-10.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-11.smt2,sat,SAT,Passed,""
qf_shidlia_entl,dll-entl-12.smt2,unsat,UNSAT,Passed,""
qf_shidlia_entl,dll-entl-13.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-14.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll-entl-15.smt2,sat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_dllnull_len_entails_dllnull_len.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_dllnull_len_entails_dllnull_len_num-1.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_dllnull_len_entails_dllnull_len_num-2.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_dllnull_len_entails_dllnull_len_num-3.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_tail_entails_dllnull.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_tail_entails_dllnull_num-1.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_append_tail_entails_dllnull_num-2.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_entails_ls_len.sb.smt2,unsat,UNSAT,Passed,""
qf_shidlia_entl,dll_len_entails_ls_len_num-1.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,dll_len_entails_ls_len_num-2.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,dll_len_entails_lspre_len.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,dll_len_entails_lspre_len_num-1.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,dll_len_entails_lspre_len_num-2.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,dll_len_entails_lsrev_len.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_entl,dll_len_entails_lsrev_len_num-1.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,dll_len_entails_lsrev_len_num-2.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,dll_len_nil_tl_entails_dllnull_len.sb.smt2,unsat,UNSAT,Passed,""
